playername,GP,PIM,DY League NHLe,DY League NHLe Per 82GP,Total PIM Per 82GP,Overall#,Team,Player,Draft Year,is_def,link,rights,status,dob,height,height _inches,weight,weight_pounds,birthplace,nation,shoots,draft,Birth City,new draft_age,redraft
Andreas Johnsson ,53,62,5.5,8.5,95.9,202,Toronto Maple Leafs,Andreas Johnsson (F),2013,0,https://www.eliteprospects.com/player/43991/andreas-johnsson,New Jersey Devils,Signed,11/21/1994,"5'10""",70,88 kg / 194,194,"GÃ¤vle, SWE",Sweden,L,2013 round 7 #202 overall by Toronto Maple Leafs,GÃ¤vle,18.6,FALSE
Andreas Soderberg ,52,40,0.6,0.9,63.1,148,Chicago Blackhawks,Andreas SÃ¶derberg (D),2014,1,https://www.eliteprospects.com/player/107557/andreas-soderberg,-,-,6/16/1996,"6'4""",76,95 kg / 209,209,"SkellefteÃ¥, SWE",Sweden,L,2014 round 5 #148 overall by Chicago Blackhawks,SkellefteÃ¥,18.0,FALSE
Andreas Thuresson ,71,42,9.3,10.7,48.5,144,Nashville Predators,Andreas Thuresson (F),2007,0,https://www.eliteprospects.com/player/4024/andreas-thuresson,-,-,11/18/1987,"6'1""",73,95 kg / 209,209,"Kristianstad, SWE",Sweden,R,2007 round 5 #144 overall by Nashville Predators,Kristianstad,19.6,FALSE
Andrei Loktionov ,60,74,6,8.2,101.1,123,Los Angeles Kings,Andrei Loktionov (F),2008,0,https://www.eliteprospects.com/player/11867/andrei-loktionov,-,-,5/30/1990,"5'10""",70,89 kg / 196,196,"Voskresensk, RUS",Russia,L,2008 round 5 #123 overall by Los Angeles Kings,Voskresensk,18.1,FALSE
Andrei Mironov ,81,44,6.2,6.3,44.5,101,Colorado Avalanche,Andrei Mironov (D),2015,1,https://www.eliteprospects.com/player/159421/andrei-mironov,-,-,7/29/1994,"6'2""",74,94 kg / 207,207,"Moskva, RUS",Russia,L,2015 round 4 #101 overall by Colorado Avalanche,Moskva,20.9,FALSE
Andrei Pedan ,57,114,2,2.9,164,63,New York Islanders,Andrei Pedan (D),2011,1,https://www.eliteprospects.com/player/79402/andrei-pedan,-,-,7/3/1993,"6'5""",77,106 kg / 234,234,"Kaunas, LTU",Russia,L,2011 round 3 #63 overall by New York Islanders,Kaunas,18.0,FALSE
Andrej Nestrasil ,78,79,6.9,7.3,83.1,75,Detroit Red Wings,Andrej Nestrasil (F),2009,0,https://www.eliteprospects.com/player/19353/andrej-nestrasil,-,-,2/22/1991,"6'3""",75,91 kg / 201,201,"Praha, CZE",Czechia,L,2009 round 3 #75 overall by Detroit Red Wings,Praha,18.4,FALSE
Andrew Campbell ,68,64,5,6,77.2,74,Los Angeles Kings,Andrew Campbell (D),2008,1,https://www.eliteprospects.com/player/19222/andrew-campbell,-,-,2/4/1988,"6'4""",76,93 kg / 205,205,"Caledonia, ON, CAN",Canada,L,2008 round 3 #74 overall by Los Angeles Kings,Caledonia,20.4,FALSE
Andrew Conboy ,56,105,7.2,10.5,153.8,142,MontrÃ©al Canadiens,Andrew Conboy (F),2007,0,https://www.eliteprospects.com/player/14390/andrew-conboy,-,-,5/16/1988,"6'3""",75,86 kg / 190,190,"Burnsville, MN, USA",USA,L,2007 round 5 #142 overall by MontrÃ©al Canadiens,Burnsville,19.1,FALSE
Andrew Copp ,38,12,4.1,8.8,25.9,104,Winnipeg Jets,Andrew Copp (F),2013,0,https://www.eliteprospects.com/player/101962/andrew-copp,Detroit Red Wings,Signed,7/8/1994,"6'1""",73,93 kg / 205,205,"Ann Arbor, MI, USA",USA,L,2013 round 4 #104 overall by Winnipeg Jets,Ann Arbor,19.0,FALSE
Andrew Fritsch ,60,18,9,12.3,24.6,155,Phoenix Coyotes,Andrew Fritsch (F),2011,0,https://www.eliteprospects.com/player/45594/andrew-fritsch,-,-,3/24/1993,"6'0""",72,86 kg / 190,190,"Brantford, ON, CAN",Canada,R,2011 round 6 #155 overall by Phoenix Coyotes,Brantford,18.3,FALSE
Andrew MacWilliam ,54,130,0.8,1.2,197.4,188,Toronto Maple Leafs,Andrew MacWilliam (D),2008,1,https://www.eliteprospects.com/player/19165/andrew-macwilliam,-,-,3/25/1990,"6'2""",74,101 kg / 223,223,"Calgary, AB, CAN",Canada,L,2008 round 7 #188 overall by Toronto Maple Leafs,Calgary,18.3,FALSE
Andrew Mangiapane ,68,54,15,18.1,65.1,166,Calgary Flames,Andrew Mangiapane (F),2015,0,https://www.eliteprospects.com/player/223199/andrew-mangiapane,Calgary Flames,Signed,4/4/1996,"5'10""",70,83 kg / 183,183,"Bolton, ON, CAN",Canada,L,2015 round 6 #166 overall by Calgary Flames,Bolton,19.2,FALSE
Andrew Nielsen ,59,101,3.4,4.7,140.4,65,Toronto Maple Leafs,Andrew Nielsen (D),2015,1,https://www.eliteprospects.com/player/131262/andrew-nielsen,-,-,11/13/1996,"6'4""",76,102 kg / 225,225,"Red Deer, AB, CAN",Canada,L,2015 round 3 #65 overall by Toronto Maple Leafs,Red Deer,18.6,FALSE
Andrew O'Brien ,68,95,3.3,4,114.6,108,Anaheim Ducks,Andrew O'Brien (D),2012,1,https://www.eliteprospects.com/player/76156/andrew-o-brien,-,-,11/21/1992,"6'4""",76,100 kg / 220,220,"Hamilton, ON, CAN",Canada,L,2012 round 4 #108 overall by Anaheim Ducks,Hamilton,19.6,FALSE
Andrew Shaw ,66,135,7.8,9.7,167.7,139,Chicago Blackhawks,Andrew Shaw (F),2011,0,https://www.eliteprospects.com/player/37671/andrew-shaw,-,-,7/20/1991,"5'11""",71,83 kg / 183,183,"Belleville, ON, CAN",Canada,R,2011 round 5 #139 overall by Chicago Blackhawks,Belleville,19.9,FALSE
Andrew Yogan ,63,97,7.9,10.3,126.3,100,New York Rangers,Andrew Yogan (F),2010,0,https://www.eliteprospects.com/player/13839/andrew-yogan,-,-,12/4/1991,"6'3""",75,93 kg / 205,205,"Coconut Creek, FL, USA",USA,L,2010 round 4 #100 overall by New York Rangers,Coconut Creek,18.6,FALSE
Andy Andreoff ,66,109,10.8,13.4,135.4,80,Los Angeles Kings,Andy Andreoff (F),2011,0,https://www.eliteprospects.com/player/32736/andy-andreoff,New York Islanders,Signed,5/17/1991,"6'2""",74,91 kg / 201,201,"Pickering, ON, CAN",Canada,L,2011 round 3 #80 overall by Los Angeles Kings,Pickering,20.1,FALSE
Andy Bathgate ,44,10,2.3,4.3,18.6,151,Pittsburgh Penguins,Andy Bathgate (F),2009,0,https://www.eliteprospects.com/player/33614/andy-bathgate,-,-,2/26/1991,"6'0""",72,74 kg / 163,163,"Brampton, ON, CAN",Canada,L,2009 round 5 #151 overall by Pittsburgh Penguins,Brampton,18.3,FALSE
Andy Welinski ,51,14,2,3.2,22.5,83,Anaheim Ducks,Andy Welinski (D),2011,1,https://www.eliteprospects.com/player/75052/andy-welinski,New York Rangers,Signed,4/27/1993,"6'1""",73,91 kg / 201,201,"Duluth, MN, USA",USA,R,2011 round 3 #83 overall by Anaheim Ducks,Duluth,18.2,FALSE
Angelo Esposito ,66,63,9.7,12.1,78.3,20,Pittsburgh Penguins,Angelo Esposito (F),2007,0,https://www.eliteprospects.com/player/10436/angelo-esposito,-,-,2/20/1989,"6'1""",73,82 kg / 181,181,"MontrÃ©al, QC, CAN",Canada,L,2007 round 1 #20 overall by Pittsburgh Penguins,MontrÃ©al,18.3,FALSE
Anthony Angello ,58,85,3,4.2,120.2,145,Pittsburgh Penguins,Anthony Angello (F),2014,0,https://www.eliteprospects.com/player/178527/anthony-angello,St. Louis Blues,Signed,3/6/1996,"6'5""",77,95 kg / 209,209,"Albany, NY, USA",USA,R,2014 round 5 #145 overall by Pittsburgh Penguins,Albany,18.3,FALSE
Anthony Beauvillier ,73,74,11,12.4,83.1,28,New York Islanders,Anthony Beauvillier (F),2015,0,https://www.eliteprospects.com/player/213435/anthony-beauvillier,New York Islanders,Signed,6/8/1997,"5'11""",71,82 kg / 181,181,"Sorel, QC, CAN",Canada,L,2015 round 1 #28 overall by New York Islanders,Sorel,18.1,FALSE
Anthony Bitetto ,58,99,5.7,8.1,140,168,Nashville Predators,Anthony Bitetto (D),2010,1,https://www.eliteprospects.com/player/37758/anthony-bitetto,Florida Panthers,Signed,7/15/1990,"6'1""",73,101 kg / 223,223,"Island Park, NY, USA",USA,L,2010 round 6 #168 overall by Nashville Predators,Island Park,20.0,FALSE
Anthony Camara ,64,132,2.4,3.1,169.1,81,Boston Bruins,Anthony Camara (F),2011,0,https://www.eliteprospects.com/player/45561/anthony-camara,-,-,9/4/1993,"6'0""",72,89 kg / 196,196,"Toronto, ON, CAN",Canada,L,2011 round 3 #81 overall by Boston Bruins,Toronto,17.8,FALSE
Anthony Cirelli ,68,22,5.2,6.3,26.5,72,Tampa Bay Lightning,Anthony Cirelli (F),2015,0,https://www.eliteprospects.com/player/274875/anthony-cirelli,Tampa Bay Lightning,Signed,7/15/1997,"6'0""",72,87 kg / 192,192,"Woodbridge, ON, CAN",Canada,L,2015 round 3 #72 overall by Tampa Bay Lightning,Woodbridge,18.0,FALSE
Anthony Duclair ,55,22,5.6,8.3,32.8,80,New York Rangers,Anthony Duclair (F),2013,0,https://www.eliteprospects.com/player/98665/anthony-duclair,Florida Panthers,Signed,8/26/1995,"5'11""",71,89 kg / 196,196,"Pointe-Claire, QC, CAN",Canada,L,2013 round 3 #80 overall by New York Rangers,Pointe-Claire,17.9,FALSE
Anthony Florentino ,62,68,2.2,2.9,89.9,143,Buffalo Sabres,Anthony Florentino (D),2013,1,https://www.eliteprospects.com/player/131905/anthony-florentino,-,-,1/30/1995,"6'0""",72,94 kg / 207,207,"West Roxbury, MA, USA",USA,R,2013 round 5 #143 overall by Buffalo Sabres,West Roxbury,18.4,FALSE
Anthony Hamburg ,46,38,2.2,3.9,67.7,193,Minnesota Wild,Anthony Hamburg (F),2009,0,https://www.eliteprospects.com/player/40885/anthony-hamburg,-,-,8/30/1991,"6'1""",73,84 kg / 185,185,"Houston, TX, USA",USA,R,2009 round 7 #193 overall by Minnesota Wild,Houston,17.8,FALSE
Anthony Louis ,93,32,10.3,9.1,28.2,181,Chicago Blackhawks,Anthony Louis (F),2013,0,https://www.eliteprospects.com/player/151833/anthony-louis,-,-,2/10/1995,"5'9""",69,70 kg / 154,154,"Winfield, IL, USA",USA,L,2013 round 6 #181 overall by Chicago Blackhawks,Winfield,18.4,FALSE
Anthony Mantha ,67,71,10.1,12.4,86.9,20,Detroit Red Wings,Anthony Mantha (F),2013,0,https://www.eliteprospects.com/player/104045/anthony-mantha,Washington Capitals,Signed,9/16/1994,"6'5""",77,106 kg / 234,234,"Longueuil, QC, CAN",Canada,L,2013 round 1 #20 overall by Detroit Red Wings,Longueuil,18.8,FALSE
Anthony Nigro ,67,65,6.9,8.4,79.6,155,St. Louis Blues,Anthony Nigro (F),2008,0,https://www.eliteprospects.com/player/11241/anthony-nigro,-,-,1/11/1990,"6'0""",72,88 kg / 194,194,"Vaughan, ON, CAN",Canada,L,2008 round 6 #155 overall by St. Louis Blues,Vaughan,18.5,FALSE
Anthony Peluso ,52,176,1.4,2.2,277.5,160,St. Louis Blues,Anthony Peluso (F),2007,0,https://www.eliteprospects.com/player/15038/anthony-peluso,-,-,4/18/1989,"6'3""",75,102 kg / 225,225,"North York, ON, CAN",Canada,R,2007 round 6 #160 overall by St. Louis Blues,North York,18.2,FALSE
Anthony Richard ,66,78,10.3,12.8,96.9,100,Nashville Predators,Anthony Richard (F),2015,0,https://www.eliteprospects.com/player/155661/anthony-richard,MontrÃ©al Canadiens,Signed,12/20/1996,"5'10""",70,84 kg / 185,185,"Trois-Rivieres, QC, CAN",Canada,L,2015 round 4 #100 overall by Nashville Predators,Trois-Rivieres,18.5,FALSE
Anton Blidh ,75,100,2.8,3.1,109.3,180,Boston Bruins,Anton Blidh (F),2013,0,https://www.eliteprospects.com/player/67179/anton-blidh,Colorado Avalanche,Signed,3/14/1995,"6'1""",73,86 kg / 190,190,"MÃ¶lnlycke, SWE",Sweden,L,2013 round 6 #180 overall by Boston Bruins,MÃ¶lnlycke,18.3,FALSE
Anton Blomqvist ,48,87,2.6,4.4,148.6,167,Columbus Blue Jackets,Anton Blomqvist (D),2009,1,https://www.eliteprospects.com/player/7234/anton-blomqvist,-,-,3/7/1990,"6'6""",78,93 kg / 205,205,"Kristianstad, SWE",Sweden,L,2009 round 6 #167 overall by Columbus Blue Jackets,Kristianstad,19.3,FALSE
Anton Cederholm ,71,94,1.2,1.4,108.6,145,Vancouver Canucks,Anton Cederholm (D),2013,1,https://www.eliteprospects.com/player/38743/anton-cederholm,-,-,2/21/1995,"6'2""",74,93 kg / 205,205,"Helsingborg, SWE",Sweden,L,2013 round 5 #145 overall by Vancouver Canucks,Helsingborg,18.4,FALSE
Anton Gustafsson ,39,67,2.9,6.1,140.9,21,Washington Capitals,Anton Gustafsson (D),2008,1,https://www.eliteprospects.com/player/6058/anton-gustafsson,-,-,2/25/1990,"6'2""",74,95 kg / 209,209,"Karlskoga, SWE",Sweden,L,2008 round 1 #21 overall by Washington Capitals,Karlskoga,18.3,FALSE
Anton Karlsson ,86,124,2.4,2.3,118.2,87,Arizona Coyotes,Anton Karlsson (F),2014,0,https://www.eliteprospects.com/player/88845/anton-karlsson,-,-,8/3/1996,"6'1""",73,85 kg / 187,187,"Lerum, SWE",Sweden,L,2014 round 3 #87 overall by Arizona Coyotes,Lerum,17.9,FALSE
Anton Klementyev ,69,68,2.4,2.9,80.8,122,New York Islanders,Anton Klementyev (D),2009,1,https://www.eliteprospects.com/player/17575/anton-klementyev,-,-,3/25/1990,"6'0""",72,94 kg / 207,207,"Togliatti, RUS",Russia,R,2009 round 5 #122 overall by New York Islanders,Togliatti,19.3,FALSE
Anton Lander ,85,74,7.4,7.1,71.4,40,Edmonton Oilers,Anton Lander (F),2009,0,https://www.eliteprospects.com/player/6016/anton-lander,-,-,4/24/1991,"6'0""",72,87 kg / 192,192,"Sundsvall, SWE",Sweden,L,2009 round 2 #40 overall by Edmonton Oilers,Sundsvall,18.2,FALSE
Anton Lindholm ,55,65,0.6,0.9,96.9,144,Colorado Avalanche,Anton Lindholm (D),2014,1,https://www.eliteprospects.com/player/39019/anton-lindholm,-,-,11/29/1994,"5'11""",71,87 kg / 192,192,"SkellefteÃ¥, SWE",Sweden,L,2014 round 5 #144 overall by Colorado Avalanche,SkellefteÃ¥,19.6,FALSE
Anton Rodin ,51,42,5,8,67.5,53,Vancouver Canucks,Anton RÃ¶din (F),2009,0,https://www.eliteprospects.com/player/7084/anton-rodin,-,-,11/21/1990,"6'0""",72,84 kg / 185,185,"Stockholm, SWE",Sweden,L,2009 round 2 #53 overall by Vancouver Canucks,Stockholm,18.6,FALSE
Anton Slepyshev ,33,8,7.2,17.9,19.9,88,Edmonton Oilers,Anton Slepyshev (F),2013,0,https://www.eliteprospects.com/player/117748/anton-slepyshev,-,-,5/13/1994,"6'2""",74,96 kg / 212,212,"Penza, RUS",Russia,R,2013 round 3 #88 overall by Edmonton Oilers,Penza,19.1,FALSE
Anton Zlobin ,66,50,8.6,10.7,62.1,173,Pittsburgh Penguins,Anton Zlobin (F),2012,0,https://www.eliteprospects.com/player/58562/anton-zlobin,-,-,2/22/1993,"5'11""",71,90 kg / 198,198,"Moskva, RUS",Russia,R,2012 round 6 #173 overall by Pittsburgh Penguins,Moskva,19.3,FALSE
Artturi Lehkonen ,77,50,15.5,16.5,53.2,55,MontrÃ©al Canadiens,Artturi Lehkonen (F),2013,0,https://www.eliteprospects.com/player/43584/artturi-lehkonen,Colorado Avalanche,Signed,7/4/1995,"5'11""",71,81 kg / 179,179,"PiikkiÃ¶, FIN",Finland,L,2013 round 2 #55 overall by MontrÃ©al Canadiens,PiikkiÃ¶,18.0,FALSE
Artur Gavrus ,50,22,5.3,8.7,36.1,180,New Jersey Devils,Artur Gavrus (F),2012,0,https://www.eliteprospects.com/player/70442/artur-gavrus,-,-,1/3/1994,"5'10""",70,87 kg / 192,192,"Ratichi, BLR",Belarus,L,2012 round 6 #180 overall by New Jersey Devils,Ratichi,18.5,FALSE
Ashton Bernard ,53,111,0.5,0.8,171.7,174,New Jersey Devils,Ashton Bernard (F),2009,0,https://www.eliteprospects.com/player/18872/ashton-bernard,-,-,2/5/1990,"6'4""",76,89 kg / 196,196,"Eskasoni, NS, CAN",Canada,L,2009 round 6 #174 overall by New Jersey Devils,Eskasoni,19.4,FALSE
Austen Brassard ,74,80,5,5.5,88.6,149,Winnipeg Jets,Austen Brassard (F),2011,0,https://www.eliteprospects.com/player/45539/austen-brassard,-,-,1/14/1993,"6'2""",74,88 kg / 194,194,"Toronto, ON, CAN",Canada,R,2011 round 5 #149 overall by Winnipeg Jets,Toronto,18.5,FALSE
Austin Carroll ,70,114,8,9.4,133.5,184,Calgary Flames,Austin Carroll (F),2014,0,https://www.eliteprospects.com/player/93438/austin-carroll,-,-,3/26/1994,"6'3""",75,96 kg / 212,212,"Phoenix, AZ, USA",Canada,R,2014 round 7 #184 overall by Calgary Flames,Phoenix,20.3,FALSE
Austin Levi ,68,116,1.7,2,139.9,85,Carolina Hurricanes,Austin Levi (D),2010,1,https://www.eliteprospects.com/player/33650/austin-levi,-,-,2/16/1992,"6'3""",75,84 kg / 185,185,"Columbus, OH, USA",USA,L,2010 round 3 #85 overall by Carolina Hurricanes,Columbus,18.4,FALSE
Austin Madaisky ,65,74,3.8,4.8,93.4,124,Columbus Blue Jackets,Austin Madaisky (D),2010,1,https://www.eliteprospects.com/player/33548/austin-madaisky,-,-,1/30/1992,"6'1""",73,84 kg / 185,185,"Surrey, BC, CAN",Canada,R,2010 round 5 #124 overall by Columbus Blue Jackets,Surrey,18.4,FALSE
Austin Poganski ,55,57,4.4,6.6,85,110,St. Louis Blues,Austin Poganski (F),2014,0,https://www.eliteprospects.com/player/231724/austin-poganski,Seattle Kraken,Signed,2/16/1996,"6'2""",74,91 kg / 201,201,"St. Cloud, MN, USA",USA,R,2014 round 4 #110 overall by St. Louis Blues,St. Cloud,18.4,FALSE
Austin Wagner ,61,53,5.5,7.4,71.2,99,Los Angeles Kings,Austin Wagner (F),2015,0,https://www.eliteprospects.com/player/161117/austin-wagner,Los Angeles Kings,Signed,6/23/1997,"6'1""",73,88 kg / 194,194,"Calgary, AB, CAN",Canada,L,2015 round 4 #99 overall by Los Angeles Kings,Calgary,18.0,FALSE
Austin Watson ,68,88,8.9,10.7,106.1,18,Nashville Predators,Austin Watson (F),2010,0,https://www.eliteprospects.com/player/33753/austin-watson,Ottawa Senators,Signed,1/13/1992,"6'4""",76,93 kg / 205,205,"Ann Arbor, MI, USA",USA,R,2010 round 1 #18 overall by Nashville Predators,Ann Arbor,18.5,FALSE
Austin Wuthrich ,36,34,3.3,7.5,77.4,107,Washington Capitals,Austin Wuthrich (F),2012,0,https://www.eliteprospects.com/player/58561/austin-wuthrich,-,-,8/11/1993,"6'1""",73,93 kg / 205,205,"Bakersfield, CA, USA",USA,R,2012 round 4 #107 overall by Washington Capitals,Bakersfield,18.9,FALSE
Avery Peterson ,52,28,2.3,3.6,44.2,167,Minnesota Wild,Avery Peterson (F),2013,0,https://www.eliteprospects.com/player/147618/avery-peterson,-,-,6/20/1995,"6'3""",75,95 kg / 209,209,"Grand Rapids, MN, USA",USA,L,2013 round 6 #167 overall by Minnesota Wild,Grand Rapids,18.0,FALSE
Axel Holmstrom ,61,22,5,6.7,29.6,196,Detroit Red Wings,Axel HolmstrÃ¶m (F),2014,0,https://www.eliteprospects.com/player/86320/axel-holmstrom,-,-,6/29/1996,"6'1""",73,96 kg / 212,212,"Arvidsjaur, SWE",Sweden,L,2014 round 7 #196 overall by Detroit Red Wings,Arvidsjaur,18.0,FALSE
Barron Smith ,34,57,0.3,0.7,137.5,188,Toronto Maple Leafs,Barron Smith (D),2009,1,https://www.eliteprospects.com/player/31574/barron-smith,-,-,4/2/1991,"6'5""",77,93 kg / 205,205,"Hinsdale, IL, USA",USA,R,2009 round 7 #188 overall by Toronto Maple Leafs,Hinsdale,18.2,FALSE
Beau Bennett ,56,20,9.6,14.1,29.3,20,Pittsburgh Penguins,Beau Bennett (F),2010,0,https://www.eliteprospects.com/player/46980/beau-bennett,-,-,11/27/1991,"6'2""",74,88 kg / 194,194,"Gardena, CA, USA",USA,R,2010 round 1 #20 overall by Pittsburgh Penguins,Gardena,18.6,FALSE
Beau Starrett ,48,94,2.2,3.8,160.6,88,Chicago Blackhawks,Beau Starrett (F),2014,0,https://www.eliteprospects.com/player/252369/beau-starrett,-,-,11/1/1995,"6'5""",77,96 kg / 212,212,"Bellingham, MA, USA",USA,L,2014 round 3 #88 overall by Chicago Blackhawks,Bellingham,18.7,FALSE
Ben Betker ,68,100,0.8,1,120.6,158,Edmonton Oilers,Ben Betker (D),2013,1,https://www.eliteprospects.com/player/102378/ben-betker,-,-,9/29/1994,"6'6""",78,103 kg / 227,227,"Cranbrook, BC, CAN",Canada,L,2013 round 6 #158 overall by Edmonton Oilers,Cranbrook,18.8,FALSE
Ben Blood ,63,144,1,1.3,187.4,120,Ottawa Senators,Ben Blood (D),2007,1,https://www.eliteprospects.com/player/14382/ben-blood,-,-,3/15/1989,"6'4""",76,103 kg / 227,227,"Plymouth, MN, USA",USA,L,2007 round 4 #120 overall by Ottawa Senators,Plymouth,18.3,FALSE
Ben Chiarot ,67,111,1.7,2.1,135.9,120,Atlanta Thrashers,Ben Chiarot (D),2009,1,https://www.eliteprospects.com/player/33875/ben-chiarot,Detroit Red Wings,Signed,5/9/1991,"6'3""",75,106 kg / 234,234,"Hamilton, ON, CAN",Canada,L,2009 round 4 #120 overall by Atlanta Thrashers,Hamilton,18.1,FALSE
Ben Hanowski ,31,16,3.2,8.5,42.3,63,Pittsburgh Penguins,Ben Hanowski (F),2009,0,https://www.eliteprospects.com/player/38066/ben-hanowski,-,-,10/18/1990,"6'2""",74,95 kg / 209,209,"Little Falls, MN, USA",USA,L,2009 round 3 #63 overall by Pittsburgh Penguins,Little Falls,18.7,FALSE
Ben Harpur ,67,59,2.2,2.7,72.2,108,Ottawa Senators,Ben Harpur (D),2013,1,https://www.eliteprospects.com/player/144069/ben-harpur,New York Rangers,Signed,1/12/1995,"6'6""",78,105 kg / 231,231,"Hamilton, ON, CAN",Canada,L,2013 round 4 #108 overall by Ottawa Senators,Hamilton,18.5,FALSE
Ben Hutton ,57,31,2.1,3,44.6,147,Vancouver Canucks,Ben Hutton (D),2012,1,https://www.eliteprospects.com/player/78150/ben-hutton,Vegas Golden Knights,Signed,4/20/1993,"6'2""",74,94 kg / 207,207,"Brockville, ON, CAN",Canada,L,2012 round 5 #147 overall by Vancouver Canucks,Brockville,19.2,FALSE
Ben Johnson ,68,44,5.5,6.6,53.1,90,New Jersey Devils,Ben Johnson (F),2012,0,https://www.eliteprospects.com/player/94248/ben-johnson,-,-,6/7/1994,"6'0""",72,86 kg / 190,190,"Calumet, MI, USA",USA,L,2012 round 3 #90 overall by New Jersey Devils,Calumet,18.1,FALSE
Ben Marshall ,38,56,1.3,2.8,120.8,201,Detroit Red Wings,Ben Marshall (D),2010,1,https://www.eliteprospects.com/player/40255/ben-marshall,-,-,8/30/1992,"5'9""",69,73 kg / 161,161,"St. Paul, MN, USA",USA,L,2010 round 7 #201 overall by Detroit Red Wings,St. Paul,17.8,FALSE
Ben Ryan ,59,66,9.2,12.8,91.7,114,Nashville Predators,Ben Ryan (F),2007,0,https://www.eliteprospects.com/player/12558/ben-ryan,-,-,10/16/1988,"5'11""",71,86 kg / 190,190,"Brighton, MI, USA",USA,R,2007 round 4 #114 overall by Nashville Predators,Brighton,18.7,FALSE
Ben Sexton ,38,54,1.7,3.7,116.5,206,Boston Bruins,Ben Sexton (F),2009,0,https://www.eliteprospects.com/player/33901/ben-sexton,-,-,6/6/1991,"5'11""",71,89 kg / 196,196,"Ottawa, ON, CAN",Canada,R,2009 round 7 #206 overall by Boston Bruins,Ottawa,18.1,FALSE
Ben Smith ,44,12,9.7,18.1,22.4,169,Chicago Blackhawks,Ben Smith (F),2008,0,https://www.eliteprospects.com/player/15068/ben-smith,-,-,7/11/1988,"5'11""",71,92 kg / 203,203,"Winston-Salem, NC, USA",USA,R,2008 round 6 #169 overall by Chicago Blackhawks,Winston-Salem,20.0,FALSE
Ben Storm ,52,82,1.7,2.7,129.3,153,Colorado Avalanche,Ben Storm (F),2013,0,https://www.eliteprospects.com/player/195149/ben-storm,-,-,3/30/1994,"6'6""",78,100 kg / 220,220,"Laurium, MI, USA",USA,L,2013 round 6 #153 overall by Colorado Avalanche,Laurium,19.3,FALSE
Ben Thomas ,79,41,4.5,4.7,42.6,119,Tampa Bay Lightning,Ben Thomas (D),2014,1,https://www.eliteprospects.com/player/62287/ben-thomas,-,-,5/28/1996,"6'1""",73,85 kg / 187,187,"Calgary, AB, CAN",Canada,R,2014 round 4 #119 overall by Tampa Bay Lightning,Calgary,18.1,FALSE
Ben Thomson ,67,137,6,7.3,167.7,96,New Jersey Devils,Ben Thomson (F),2012,0,https://www.eliteprospects.com/player/44664/ben-thomson,-,-,1/16/1993,"6'3""",75,98 kg / 216,216,"Orangeville, ON, CAN",Canada,L,2012 round 4 #96 overall by New Jersey Devils,Orangeville,19.4,FALSE
Ben Winnett ,39,58,4.6,9.7,121.9,104,Toronto Maple Leafs,Ben Winnett (F),2007,0,https://www.eliteprospects.com/player/12537/ben-winnett,-,-,4/3/1989,"5'11""",71,78 kg / 172,172,"New Westminster, BC, CAN",Canada,R,2007 round 4 #104 overall by Toronto Maple Leafs,New Westminster,18.2,FALSE
Benjamin Casavant ,68,49,9,10.9,59.1,205,Washington Capitals,Benjamin Casavant (F),2009,0,https://www.eliteprospects.com/player/32873/benjamin-casavant,-,-,1/21/1991,"6'1""",73,100 kg / 220,220,"Saint-Hyacinthe, QC, CAN",Canada,L,2009 round 7 #205 overall by Washington Capitals,Saint-Hyacinthe,18.4,FALSE
